Date,Open,High,Low,Close,Adj Close,Volume
2020-03-23,388.000000,388.000000,387.000000,387.000000,387.000000,200
2020-03-24,387.000000,387.000000,387.000000,387.000000,387.000000,0
2020-03-26,416.000000,416.000000,416.000000,416.000000,416.000000,8000
2020-03-27,416.000000,416.000000,416.000000,416.000000,416.000000,0
2020-03-30,419.000000,419.000000,419.000000,419.000000,419.000000,6400
2020-03-31,426.000000,431.000000,426.000000,431.000000,431.000000,2600
2020-04-01,426.000000,426.000000,416.000000,416.000000,416.000000,500
2020-04-02,416.000000,416.000000,416.000000,416.000000,416.000000,100
2020-04-03,416.000000,416.000000,416.000000,416.000000,416.000000,0
2020-04-06,458.000000,476.000000,458.000000,476.000000,476.000000,30100
2020-04-07,485.000000,485.000000,481.000000,481.000000,481.000000,25200
2020-04-08,473.000000,473.000000,460.000000,460.000000,460.000000,200
2020-04-09,462.000000,462.000000,447.000000,447.000000,447.000000,300
2020-04-13,448.000000,452.000000,448.000000,452.000000,452.000000,200
2020-04-14,452.000000,452.000000,452.000000,452.000000,452.000000,0
2020-04-15,452.000000,452.000000,452.000000,452.000000,452.000000,1000
2020-04-16,452.000000,452.000000,452.000000,452.000000,452.000000,0
2020-04-17,452.000000,452.000000,452.000000,452.000000,452.000000,0
2020-04-20,440.000000,440.000000,440.000000,440.000000,440.000000,1437700
2020-04-21,440.000000,440.000000,420.000000,420.000000,420.000000,2300
2020-04-22,440.000000,428.000000,428.000000,428.000000,428.000000,100
2020-04-23,428.000000,428.000000,428.000000,428.000000,428.000000,0
2020-04-24,430.000000,430.000000,425.000000,425.000000,425.000000,3400
2020-04-27,417.000000,417.000000,412.000000,412.000000,412.000000,200
2020-04-28,420.000000,420.000000,420.000000,420.000000,420.000000,200
2020-04-29,427.000000,427.000000,426.000000,426.000000,426.000000,1600
2020-04-30,426.000000,426.000000,426.000000,426.000000,426.000000,0
2020-05-04,429.000000,429.000000,429.000000,429.000000,429.000000,100
2020-05-05,436.000000,436.000000,436.000000,436.000000,436.000000,1500
2020-05-06,436.000000,436.000000,436.000000,436.000000,436.000000,0
2020-05-08,436.000000,436.000000,436.000000,436.000000,436.000000,0
2020-05-11,436.000000,436.000000,436.000000,436.000000,436.000000,0
2020-05-12,436.000000,436.000000,436.000000,436.000000,436.000000,0
2020-05-13,436.000000,436.000000,436.000000,436.000000,436.000000,0
2020-05-14,436.000000,436.000000,436.000000,436.000000,436.000000,0
2020-05-15,415.000000,415.000000,415.000000,415.000000,415.000000,100
2020-05-18,429.000000,429.000000,427.000000,427.000000,427.000000,200
2020-05-19,427.000000,427.000000,427.000000,427.000000,427.000000,0
2020-05-20,427.000000,427.000000,427.000000,427.000000,427.000000,0
2020-05-26,427.000000,427.000000,427.000000,427.000000,427.000000,0
2020-05-27,427.000000,427.000000,427.000000,427.000000,427.000000,0
2020-05-28,457.000000,466.000000,457.000000,462.000000,462.000000,25900
2020-05-29,462.000000,462.000000,462.000000,462.000000,462.000000,0
2020-06-02,472.000000,476.000000,472.000000,476.000000,476.000000,2000
2020-06-03,484.000000,492.000000,484.000000,492.000000,492.000000,4800
2020-06-04,505.000000,505.000000,498.000000,498.000000,498.000000,1700
2020-06-05,505.000000,505.000000,493.000000,493.000000,493.000000,2600
2020-06-08,493.000000,493.000000,493.000000,493.000000,493.000000,0
2020-06-09,531.000000,531.000000,531.000000,531.000000,531.000000,758400
2020-06-10,531.000000,531.000000,506.000000,506.000000,506.000000,2800
2020-06-11,506.000000,506.000000,492.000000,492.000000,492.000000,3800
2020-06-12,489.000000,489.000000,489.000000,489.000000,489.000000,100
2020-06-15,498.000000,498.000000,488.000000,488.000000,488.000000,697200
2020-06-16,520.000000,520.000000,515.000000,515.000000,515.000000,1300
2020-06-17,523.000000,523.000000,523.000000,523.000000,523.000000,300
2020-06-18,526.000000,530.000000,526.000000,530.000000,530.000000,2000
2020-06-19,530.000000,530.000000,530.000000,530.000000,530.000000,0
2020-06-22,510.000000,510.000000,510.000000,510.000000,510.000000,600
2020-06-23,510.000000,510.000000,510.000000,510.000000,510.000000,100
2020-06-24,510.000000,510.000000,510.000000,510.000000,510.000000,0
2020-06-25,510.000000,510.000000,510.000000,510.000000,510.000000,100
2020-06-26,510.000000,510.000000,510.000000,510.000000,510.000000,0
2020-06-29,520.000000,520.000000,520.000000,520.000000,520.000000,2500
2020-06-30,520.000000,520.000000,520.000000,520.000000,520.000000,300
2020-07-01,520.000000,520.000000,520.000000,520.000000,520.000000,0
2020-07-02,520.000000,520.000000,520.000000,520.000000,520.000000,600
2020-07-03,525.000000,530.000000,524.000000,530.000000,530.000000,1700
2020-07-06,530.000000,530.000000,530.000000,530.000000,530.000000,0
2020-07-07,530.000000,530.000000,530.000000,530.000000,530.000000,600
2020-07-08,533.000000,533.000000,533.000000,533.000000,533.000000,800
2020-07-09,533.000000,533.000000,533.000000,533.000000,533.000000,0
2020-07-10,533.000000,533.000000,533.000000,533.000000,533.000000,0
2020-07-13,542.000000,542.000000,542.000000,542.000000,542.000000,3700
2020-07-14,542.000000,542.000000,542.000000,542.000000,542.000000,0
2020-07-15,545.000000,545.000000,544.000000,544.000000,544.000000,400
2020-07-16,542.000000,542.000000,540.000000,540.000000,540.000000,10200
2020-07-17,540.000000,540.000000,540.000000,540.000000,540.000000,3700
2020-07-20,528.000000,530.000000,528.000000,530.000000,530.000000,300
2020-07-21,530.000000,530.000000,530.000000,530.000000,530.000000,0
2020-07-22,530.000000,530.000000,530.000000,530.000000,530.000000,0
2020-07-23,530.000000,530.000000,530.000000,530.000000,530.000000,0
2020-07-24,533.000000,533.000000,533.000000,533.000000,533.000000,200
2020-07-27,533.000000,533.000000,533.000000,533.000000,533.000000,300
2020-07-28,533.000000,533.000000,533.000000,533.000000,533.000000,0
2020-07-29,533.000000,533.000000,532.000000,532.000000,532.000000,800
2020-07-30,532.000000,532.000000,532.000000,532.000000,532.000000,0
2020-08-03,532.000000,532.000000,532.000000,532.000000,532.000000,0
2020-08-04,521.000000,521.000000,512.000000,512.000000,512.000000,27500
2020-08-05,525.000000,529.000000,525.000000,529.000000,529.000000,300
2020-08-06,529.000000,529.000000,529.000000,529.000000,529.000000,600
2020-08-07,541.000000,541.000000,541.000000,541.000000,541.000000,200
2020-08-10,540.000000,540.000000,540.000000,540.000000,540.000000,100
2020-08-11,540.000000,542.000000,540.000000,542.000000,542.000000,400
2020-08-12,542.000000,558.000000,542.000000,558.000000,558.000000,1000
2020-08-13,558.000000,558.000000,558.000000,558.000000,558.000000,0
2020-08-14,558.000000,558.000000,558.000000,558.000000,558.000000,0
2020-08-18,558.000000,558.000000,558.000000,558.000000,558.000000,0
2020-08-19,558.000000,558.000000,558.000000,558.000000,558.000000,2800
2020-08-24,558.000000,558.000000,558.000000,558.000000,558.000000,0
2020-08-25,577.000000,577.000000,577.000000,577.000000,577.000000,100
2020-08-26,579.000000,579.000000,579.000000,579.000000,579.000000,100
2020-08-27,579.000000,579.000000,579.000000,579.000000,579.000000,0
2020-08-28,579.000000,579.000000,579.000000,579.000000,579.000000,0
2020-08-31,580.000000,580.000000,580.000000,580.000000,580.000000,100
2020-09-01,580.000000,580.000000,566.000000,568.000000,568.000000,6900
2020-09-02,568.000000,570.000000,568.000000,570.000000,570.000000,2300
2020-09-03,570.000000,570.000000,568.000000,568.000000,568.000000,3000
2020-09-04,568.000000,568.000000,559.000000,560.000000,560.000000,4900
2020-09-07,560.000000,564.000000,559.000000,561.000000,561.000000,18900
2020-09-08,561.000000,561.000000,539.000000,539.000000,539.000000,900
2020-09-09,539.000000,539.000000,539.000000,539.000000,539.000000,0
2020-09-10,505.000000,505.000000,505.000000,505.000000,505.000000,100
2020-09-11,494.000000,505.000000,476.000000,497.000000,497.000000,27800
2020-09-14,517.000000,517.000000,517.000000,517.000000,517.000000,100
2020-09-15,517.000000,517.000000,517.000000,517.000000,517.000000,1100
2020-09-16,517.000000,517.000000,517.000000,517.000000,517.000000,0
2020-09-17,517.000000,517.000000,517.000000,517.000000,517.000000,0
2020-09-18,517.000000,517.000000,517.000000,517.000000,517.000000,0
2020-09-21,517.000000,517.000000,502.000000,502.000000,502.000000,1100
2020-09-22,489.000000,489.000000,488.000000,488.000000,488.000000,55800
2020-09-23,488.000000,488.000000,488.000000,488.000000,488.000000,0
2020-09-24,488.000000,488.000000,488.000000,488.000000,488.000000,0
2020-09-25,482.000000,482.000000,482.000000,482.000000,482.000000,10000
2020-09-28,482.000000,484.000000,480.000000,480.000000,480.000000,3200
2020-09-29,477.000000,477.000000,477.000000,477.000000,477.000000,100
2020-09-30,477.000000,477.000000,477.000000,477.000000,477.000000,0
2020-10-01,477.000000,487.000000,477.000000,487.000000,487.000000,600
2020-10-02,487.000000,487.000000,487.000000,487.000000,487.000000,0
2020-10-05,483.000000,483.000000,483.000000,483.000000,483.000000,200
2020-10-06,484.000000,484.000000,484.000000,484.000000,484.000000,500
2020-10-07,481.000000,481.000000,481.000000,481.000000,481.000000,200
2020-10-08,481.000000,481.000000,481.000000,481.000000,481.000000,0
2020-10-09,481.000000,481.000000,481.000000,481.000000,481.000000,0
2020-10-12,481.000000,481.000000,481.000000,481.000000,481.000000,0
2020-10-13,508.000000,508.000000,508.000000,508.000000,508.000000,5000
2020-10-14,528.000000,528.000000,528.000000,528.000000,528.000000,400
2020-10-15,529.000000,533.000000,528.000000,528.000000,528.000000,1900
2020-10-16,528.000000,528.000000,528.000000,528.000000,528.000000,0
2020-10-19,522.000000,525.000000,522.000000,525.000000,525.000000,6000
2020-10-20,524.000000,529.000000,524.000000,529.000000,529.000000,1000
2020-10-21,529.000000,536.000000,529.000000,536.000000,536.000000,1300
2020-10-22,535.000000,535.000000,535.000000,535.000000,535.000000,100
2020-10-23,535.000000,535.000000,535.000000,535.000000,535.000000,2200
2020-10-26,535.000000,535.000000,535.000000,535.000000,535.000000,0
2020-10-27,538.000000,538.000000,538.000000,538.000000,538.000000,2000
2020-11-02,530.000000,530.000000,520.000000,521.000000,521.000000,100600
2020-11-03,527.000000,527.000000,527.000000,527.000000,527.000000,200
2020-11-04,527.000000,527.000000,527.000000,527.000000,527.000000,0
2020-11-05,538.000000,541.000000,538.000000,541.000000,541.000000,39900
2020-11-06,541.000000,541.000000,541.000000,541.000000,541.000000,0
2020-11-09,541.000000,541.000000,541.000000,541.000000,541.000000,0
2020-11-10,590.000000,590.000000,583.000000,583.000000,583.000000,18900
2020-11-11,583.000000,583.000000,583.000000,583.000000,583.000000,0
2020-11-12,603.000000,603.000000,603.000000,603.000000,603.000000,1100
2020-11-13,603.000000,603.000000,598.000000,598.000000,598.000000,700
2020-11-16,610.000000,620.000000,610.000000,620.000000,620.000000,48300
2020-11-17,640.000000,640.000000,629.000000,629.000000,629.000000,44500
2020-11-18,629.000000,629.000000,629.000000,629.000000,629.000000,0
2020-11-19,631.000000,631.000000,631.000000,631.000000,631.000000,3800
2020-11-20,637.000000,641.000000,637.000000,641.000000,641.000000,200
2020-11-23,650.000000,653.000000,650.000000,653.000000,653.000000,27400
2020-11-24,666.000000,667.000000,664.000000,667.000000,667.000000,255500
2020-11-25,671.000000,677.000000,657.000000,657.000000,657.000000,72900
2020-11-26,665.000000,665.000000,665.000000,665.000000,665.000000,500
2020-11-27,660.000000,681.000000,660.000000,681.000000,681.000000,18100
2020-11-30,685.000000,685.000000,657.000000,657.000000,657.000000,194000
2020-12-01,662.000000,662.000000,655.000000,662.000000,662.000000,11000
2020-12-02,681.000000,685.000000,681.000000,685.000000,685.000000,200
2020-12-03,695.000000,708.000000,695.000000,708.000000,708.000000,12200
2020-12-04,715.000000,715.000000,700.000000,700.000000,700.000000,8900
2020-12-07,713.000000,713.000000,713.000000,713.000000,713.000000,15000
2020-12-08,715.000000,715.000000,713.000000,713.000000,713.000000,5900
2020-12-10,718.000000,719.000000,718.000000,719.000000,719.000000,2500
2020-12-11,719.000000,720.000000,719.000000,720.000000,720.000000,3700
2020-12-14,724.000000,737.000000,724.000000,737.000000,737.000000,44000
2020-12-15,735.000000,735.000000,735.000000,735.000000,735.000000,2200
2020-12-16,747.000000,761.000000,747.000000,761.000000,761.000000,91300
2020-12-17,795.000000,795.000000,785.000000,785.000000,785.000000,33000
2020-12-18,785.000000,802.000000,785.000000,802.000000,802.000000,5700
2020-12-21,802.000000,850.000000,802.000000,812.000000,812.000000,28600
2020-12-22,820.000000,820.000000,772.000000,772.000000,772.000000,158400
2020-12-23,751.000000,751.000000,741.000000,743.000000,743.000000,244700
2020-12-28,775.000000,780.000000,775.000000,780.000000,780.000000,5100
2020-12-29,780.000000,794.000000,770.000000,780.000000,780.000000,31900
2020-12-30,780.000000,785.000000,774.000000,774.000000,774.000000,10400
2021-01-04,765.000000,769.000000,765.000000,769.000000,769.000000,4700
2021-01-05,798.000000,798.000000,790.000000,798.000000,798.000000,8200
2021-01-06,805.000000,805.000000,775.000000,775.000000,775.000000,42400
2021-01-07,795.000000,825.000000,794.000000,809.000000,809.000000,157300
2021-01-08,842.000000,845.000000,840.000000,845.000000,845.000000,2300
2021-01-11,844.000000,845.000000,840.000000,844.000000,844.000000,27800
2021-01-12,838.000000,844.000000,831.000000,831.000000,831.000000,50700
2021-01-13,831.000000,863.000000,831.000000,850.000000,850.000000,69200
2021-01-14,863.000000,881.000000,863.000000,880.000000,880.000000,10400
2021-01-15,892.000000,892.000000,880.000000,880.000000,880.000000,9800
2021-01-18,899.000000,899.000000,885.000000,896.000000,896.000000,34700
2021-01-19,860.000000,870.000000,850.000000,860.000000,860.000000,13500
2021-01-20,860.000000,884.000000,860.000000,884.000000,884.000000,9200
2021-01-21,885.000000,887.000000,885.000000,887.000000,887.000000,1500
2021-01-22,887.000000,887.000000,850.000000,852.000000,852.000000,149500
2021-01-25,850.000000,850.000000,830.000000,834.000000,834.000000,14900
2021-01-26,832.000000,832.000000,804.000000,804.000000,804.000000,117200
2021-01-27,790.000000,810.000000,784.000000,801.000000,801.000000,77700
2021-01-28,803.000000,805.000000,745.000000,777.000000,777.000000,55700
2021-01-29,774.000000,774.000000,735.000000,745.000000,745.000000,7200
2021-02-01,745.000000,796.000000,720.000000,792.000000,792.000000,26200
2021-02-02,780.000000,780.000000,770.000000,770.000000,770.000000,40300
2021-02-03,785.000000,785.000000,778.000000,778.000000,778.000000,7500
2021-02-04,778.000000,778.000000,769.000000,769.000000,769.000000,3100
2021-02-05,774.000000,794.000000,774.000000,794.000000,794.000000,500
2021-02-08,794.000000,810.000000,794.000000,801.000000,801.000000,74100
2021-02-09,824.000000,824.000000,801.000000,801.000000,801.000000,44300
2021-02-10,800.000000,800.000000,791.000000,796.000000,796.000000,8400
2021-02-11,809.000000,809.000000,807.000000,807.000000,807.000000,400
2021-02-15,807.000000,819.000000,805.000000,819.000000,819.000000,28200
2021-02-16,817.000000,817.000000,817.000000,817.000000,817.000000,200
2021-02-17,815.000000,815.000000,800.000000,802.000000,802.000000,31100
2021-02-18,807.000000,807.000000,797.000000,797.000000,797.000000,7300
2021-02-19,797.000000,797.000000,791.000000,792.000000,792.000000,1500
2021-02-22,798.000000,809.000000,798.000000,805.000000,805.000000,1500
2021-02-23,805.000000,813.000000,798.000000,798.000000,798.000000,2400
2021-02-24,800.000000,810.000000,800.000000,807.000000,807.000000,7700
2021-02-25,807.000000,820.000000,807.000000,815.000000,815.000000,2400
2021-02-26,815.000000,815.000000,788.000000,788.000000,788.000000,8400
2021-03-01,809.000000,815.000000,790.000000,815.000000,815.000000,1600
2021-03-02,820.000000,820.000000,813.000000,818.000000,818.000000,11000
2021-03-03,818.000000,818.000000,808.000000,808.000000,808.000000,1500
2021-03-04,800.000000,800.000000,783.000000,793.000000,793.000000,28500
2021-03-05,793.000000,793.000000,764.000000,781.000000,781.000000,7900
2021-03-08,781.000000,781.000000,779.000000,779.000000,779.000000,3200
2021-03-09,779.000000,784.000000,764.000000,765.000000,765.000000,24500
2021-03-10,770.000000,772.000000,765.000000,768.000000,768.000000,16200
2021-03-12,778.000000,780.000000,770.000000,780.000000,780.000000,12800
2021-03-15,785.000000,785.000000,782.000000,783.000000,783.000000,5500
2021-03-16,783.000000,784.000000,782.000000,782.000000,782.000000,4700
2021-03-17,782.000000,782.000000,780.000000,780.000000,780.000000,5200
2021-03-18,780.000000,790.000000,780.000000,785.000000,785.000000,6100
2021-03-19,785.000000,785.000000,782.000000,783.000000,783.000000,6400
2021-03-22,783.000000,783.000000,779.000000,779.000000,779.000000,8300
2021-03-23,779.000000,779.000000,768.000000,769.000000,769.000000,10300
2021-03-24,769.000000,769.000000,755.000000,755.000000,755.000000,39600
2021-03-25,755.000000,760.000000,744.000000,753.000000,753.000000,14500
2021-03-26,758.000000,765.000000,758.000000,765.000000,765.000000,13800
2021-03-29,766.000000,766.000000,755.000000,755.000000,755.000000,43300
2021-03-30,765.000000,765.000000,732.000000,733.000000,733.000000,17500
2021-03-31,723.000000,732.000000,714.000000,714.000000,714.000000,20000
2021-04-01,724.000000,724.000000,720.000000,720.000000,720.000000,2700
2021-04-05,720.000000,732.000000,709.000000,709.000000,709.000000,33700
2021-04-06,700.000000,716.000000,700.000000,716.000000,716.000000,11400
2021-04-07,716.000000,719.000000,710.000000,716.000000,716.000000,6200
2021-04-08,716.000000,718.000000,716.000000,716.000000,716.000000,1800
2021-04-09,715.000000,725.000000,715.000000,725.000000,725.000000,1100
2021-04-12,725.000000,725.000000,700.000000,700.000000,700.000000,5500
2021-04-13,700.000000,700.000000,682.000000,686.000000,686.000000,4100
2021-04-14,696.000000,716.000000,696.000000,716.000000,716.000000,2700
2021-04-15,714.000000,714.000000,713.000000,713.000000,713.000000,400
2021-04-16,713.000000,715.000000,711.000000,711.000000,711.000000,1300
